file,class,method,variable,usage
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,atualizar/1[tcc.legado.model.Usuario],usuario,4
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,atualizar/1[tcc.legado.model.Usuario],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\UsuarioDAO.java,tcc.legado.dao.UsuarioDAO,getConnection/0,e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,buscarPorMatricula/1[java.lang.String],matricula,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,salvar/1[tcc.legado.model.Usuario],usuario,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,atualizar/1[tcc.legado.model.Usuario],usuario,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,excluir/1[java.lang.Long],id,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\usuario\IUsuarioEJB.java,tcc.legado.ejb.usuario.IUsuarioEJB,buscarPorId/1[java.lang.Long],id,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,extrairDominio/1[java.lang.String],uri,4
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"temPermissao/3[java.lang.String,java.lang.String,java.lang.String]",perfis,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"temPermissao/3[java.lang.String,java.lang.String,java.lang.String]",perfilNome,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"temPermissao/3[java.lang.String,java.lang.String,java.lang.String]",metodo,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"temPermissao/3[java.lang.String,java.lang.String,java.lang.String]",permissao,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"temPermissao/3[java.lang.String,java.lang.String,java.lang.String]",uri,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"temPermissao/3[java.lang.String,java.lang.String,java.lang.String]",perfil,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",res,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",request,10
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",chain,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",response,5
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",session,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",contextPath,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",metodo,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",uri,17
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",req,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"doFilter/3[tcc.legado.filter.ServletRequest,tcc.legado.filter.ServletResponse,tcc.legado.filter.FilterChain]",perfil,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,mapearMetodo/1[java.lang.String],metodo,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"mapearParaPermissao/2[java.lang.String,java.lang.String]",dominio,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"mapearParaPermissao/2[java.lang.String,java.lang.String]",metodo,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"mapearParaPermissao/2[java.lang.String,java.lang.String]",uri,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\filter\AuthFilter.java,tcc.legado.filter.AuthFilter,"mapearParaPermissao/2[java.lang.String,java.lang.String]",acao,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\auth\IAuthEJB.java,tcc.legado.ejb.auth.IAuthEJB,"autenticar/2[java.lang.String,java.lang.String]",senha,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\ejb\auth\IAuthEJB.java,tcc.legado.ejb.auth.IAuthEJB,"autenticar/2[java.lang.String,java.lang.String]",matricula,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\UsuarioAuth.java,tcc.legado.model.UsuarioAuth,setSenha/1[java.lang.String],senha,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\UsuarioAuth.java,tcc.legado.model.UsuarioAuth,"UsuarioAuth/3[java.lang.String,java.lang.String,java.lang.String]",senha,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\UsuarioAuth.java,tcc.legado.model.UsuarioAuth,"UsuarioAuth/3[java.lang.String,java.lang.String,java.lang.String]",matricula,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\UsuarioAuth.java,tcc.legado.model.UsuarioAuth,"UsuarioAuth/3[java.lang.String,java.lang.String,java.lang.String]",perfil,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\UsuarioAuth.java,tcc.legado.model.UsuarioAuth,setPerfil/1[java.lang.String],perfil,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\model\UsuarioAuth.java,tcc.legado.model.UsuarioAuth,setMatricula/1[java.lang.String],matricula,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluirPorCategoria/1[java.lang.String],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluirPorCategoria/1[java.lang.String],ps,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluirPorCategoria/1[java.lang.String],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluirPorCategoria/1[java.lang.String],categoria,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluirPorCategoria/1[java.lang.String],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarTopLivrosMes/1[int],rs,8
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarTopLivrosMes/1[int],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarTopLivrosMes/1[int],ps,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarTopLivrosMes/1[int],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarTopLivrosMes/1[int],limite,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarTopLivrosMes/1[int],l,8
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarTopLivrosMes/1[int],topLivros,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarTopLivrosMes/1[int],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,atualizar/1[tcc.legado.model.LivroDestaque],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,atualizar/1[tcc.legado.model.LivroDestaque],ps,10
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,atualizar/1[tcc.legado.model.LivroDestaque],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,atualizar/1[tcc.legado.model.LivroDestaque],livroDestaque,13
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,atualizar/1[tcc.legado.model.LivroDestaque],sql,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,incrementarVisualizacoes/1[java.lang.Long],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,incrementarVisualizacoes/1[java.lang.Long],ps,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,incrementarVisualizacoes/1[java.lang.Long],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,incrementarVisualizacoes/1[java.lang.Long],id,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,incrementarVisualizacoes/1[java.lang.Long],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,getConnection/0,e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarTodos/0,rs,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarTodos/0,conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarTodos/0,e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarTodos/0,ld,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarTodos/0,destaques,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarTodos/0,stmt,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarTodos/0,sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,salvar/1[tcc.legado.model.LivroDestaque],rs,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,salvar/1[tcc.legado.model.LivroDestaque],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,salvar/1[tcc.legado.model.LivroDestaque],ps,11
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,salvar/1[tcc.legado.model.LivroDestaque],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,salvar/1[tcc.legado.model.LivroDestaque],livroDestaque,15
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,salvar/1[tcc.legado.model.LivroDestaque],sql,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarAtivos/0,rs,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarAtivos/0,conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarAtivos/0,e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarAtivos/0,ld,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarAtivos/0,destaques,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarAtivos/0,stmt,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarAtivos/0,sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarPorCategoria/1[java.lang.String],lista,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarPorCategoria/1[java.lang.String],rs,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarPorCategoria/1[java.lang.String],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarPorCategoria/1[java.lang.String],ps,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarPorCategoria/1[java.lang.String],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarPorCategoria/1[java.lang.String],categoria,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,listarPorCategoria/1[java.lang.String],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluir/1[java.lang.Long],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluir/1[java.lang.Long],ps,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluir/1[java.lang.Long],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluir/1[java.lang.Long],id,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,excluir/1[java.lang.Long],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarPorId/1[java.lang.Long],rs,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarPorId/1[java.lang.Long],conn,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarPorId/1[java.lang.Long],ps,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarPorId/1[java.lang.Long],e,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarPorId/1[java.lang.Long],id,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,buscarPorId/1[java.lang.Long],sql,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,mapResultSetToLivroDestaque/1[java.sql.ResultSet],rs,10
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,mapResultSetToLivroDestaque/1[java.sql.ResultSet],ld,11
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,mapResultSetToLivroDestaque/1[java.sql.ResultSet],inicio,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\dao\LivroDestaqueDAO.java,tcc.legado.dao.LivroDestaqueDAO,mapResultSetToLivroDestaque/1[java.sql.ResultSet],fim,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,getUsuarioEJB/0,ctx,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",request,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",mapping,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",form,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",response,0
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",ejb,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"listar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",usuarios,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",idStr,3
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",request,10
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",mapping,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",tipo,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",form,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",response,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",matricula,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",nome,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",usuario,8
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",ejb,2
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,"salvar/4[tcc.legado.action.ActionMapping,tcc.legado.action.ActionForm,tcc.legado.action.HttpServletRequest,tcc.legado.action.HttpServletResponse]",email,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,checarAutenticacao/1[tcc.legado.action.HttpServletRequest],request,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,checarAutenticacao/1[tcc.legado.action.HttpServletRequest],session,1
C:\desenvolvimento\tcc-legado\monolito-biblioteca\src\main\java\tcc\legado\action\UsuarioAction.java,tcc.legado.action.UsuarioAction,checarAutenticacao/1[tcc.legado.action.HttpServletRequest],perfil,1
